Q1	Massage oil Where I can buy good oil for massage?
Q26_C2	Thanks for your reply Pin, Thanks for your reply Pin, have u applied before for this type of visa? i would like to know how easy i can be accepted and how long it takes to know if i will be granted this visa.. please advise
Q26_C3	yes, i have been working and yes, i have been working and living in london for more than 1 year under a highly skilled migrant programme (HSMP) and i subsequently switched to Tier 1 (General).  bear in mind - i got my visa way before the uk recession and jobs were easy to come by. now unemployment is a big issue here. you won't be able to renew the tier 1 visa without a skilled job.  anyways, it is unlawful to reject your application if you :- 1) have met the minimum 75 points  2) can proof that you meet the required English standard 3) have minimum funds of GBP2800. 4) obviously, you must not have any prior criminal convictions or have previously abused your immigration status(i.e. overstayed on a visa, outstanding fines in uk, etc)  don't bother applying if you don't meet the above. for me, application to approval took 3 weeks, applying from KL, Malaysia.  for precise requirements and how points are calculated, see http://www.ukvisas.gov.uk/en/howtoapply/infs/inf21pbsgeneralmigrant#6375036  good luck.  ~Live like there's no tommorrow~
Q26_C4	am so lucky to have your advice i am so lucky to have your advice, knowing that u went through the same procedures before. what do u mean "you won't be able to renew the tier 1 visa without a skilled job". actually i am not renewing, and do they gauge their approval by the required profession on top of the ones u mentioned. did u validate ur degrees with NARIC, any advice here? must be the bank statement not older than 7 days or it is fine to be a bit older? i have applied TOEFLE for more than 5 years ago, do they take this into consideration? please advise, thanks v much indeed
Q26_C5	No probs.. the tier 1 general visa is for 24 months only. to extend your stay beyond 24 months you must renew it. you won't be able to do so without a job.  as far as i know, you must have at least a bachelor's degree and that's how they accept that you are 'highly skilled'. they want ORIGINAL documents, no copies. don't worry they will return these to you.  bank statements - latest 3 months showing minimum of GBP2800 and must be original as well.  TOEFL is accepted, marks must be 110-120 (internet based test). you must also provide the original cert and test scores.   ~Live like there's no tommorrow~
Q26_C6	one more query do u think that they accept notarized copy of my certificates and not original ones? is it possible to get ur email for future correspondence? thanks so much, you have been v helpful to me
Q26_C7	thanks so much for ur reply, greatly appreciated
Q27	can anyone help me! Can anyone advice me about my kids, can't sleep for whole night.They will start to sleep at 6am
Q27_C1	RE: can anyone help me! I recommend buying them Melatonin. I started using it 3 weeks ago. I get sleepy soon after taking 2 and I have a great sleep. I don't wake up with that lingering tiredness that something like, say, Panadol Night, does. The pharmacy opposite Carrefour in Villagio definitely has it for about QR36 and I'm sure you'll find it at other pharmacies (no prescription needed of course).  Best of luck!
Q27_C2	RE: can anyone help me! http://www.childdevelopmentinfo.com/health_safety/child_teen_sleep.htm don't use medication without asking DR.
Q27_C3	RE: can anyone help me! Dont let them sleep for a day in the morning.at night they will fall asleep.continue this for a week.they will get used.don't ever change the sheddule time.put them on bed on time.Let them be entertained during day time.and not allow at night.  If they are toddlers they usually dose'nt want to sleep.they try to experience the surroundings.Make them to understand that night is to sleep or rest.Don't use lights which are bright.try not to use or a very mild power.don't encourage them at night to talk/play/have snacks..etc.So they'll feel the night boaring and they automatically go to sleep.  Try some bedtime stories.give them a bed time and never ever change it.Be stricked on the rule.I think it will work out surely.
Q27_C4	RE: can anyone help me! addict for playing games on gadgets, is one of the reason also, so it should be limit or qiuet to avoid . 2nd, discipline from a parent is the best way,"mother's knows best"  best regards!!
Q28	Where can I buy Low Fat/Sugar Free/Sweetner Birtdhay Cake? Hi  Where can i buy a made to order cake with lowfat or sweetener used?   Thanks,  Qaisar
Q28_C1	RE: Where can I buy Low Fat/Sugar Free/Sweetner Birtdhay... U can place an order for accordingly, in local mkt U cant find,
Q28_C2	RE: Where can I buy Low Fat/Sugar Free/Sweetner Birtdhay... bake it at home
Q28_C3	RE: Where can I buy Low Fat/Sugar Free/Sweetner Birtdhay... Go for a water cracker instead.   Otherwise, the Diet Shop on Salwa Road next to VW and Johnny Rockets sell what you are looking for.
Q29	Anyone who has a printable map of Doha? It is very hard to find in the internet, even here in QL I could not find a Doha Map. Anyone who has Doha map that I can print? Or at least an internet link.
Q29_C1	RE: Anyone who has a printable map of Doha? please use this link  - 'http://www.dohamap.info/map/
Q29_C2	RE: Anyone who has a printable map of Doha? Go to any stationery shop and buy one! There's also a good one in Marhaba
Q29_C3	RE: Anyone who has a printable map of Doha? the Qatar guidebook called Marhaba has an excellent map (although it's hard to keep maps here updated as there is always lots of construction and you don't know when the road you used yesterday will close or disappear). The Doha Ritz hotel stocks the same maps for guests, I bet if you went to the Ritz in KL they would have one inter-officed to you! Good luck!
Q29_C4	RE: Anyone who has a printable map of Doha? got mine from marhaba.... its great!
Q29_C5	RE: Anyone who has a printable map of Doha? u can download from http://www.explore-qatar.com/downloads/Maps/   ok
Q30	Does anywhere in qatar sell pineapple juice Searching high and low for pineapple juice not concentrated rubbish can find it anywhere .  Pleaee guys accept this mission
Q30_C1	Il tel my wife about that one Il tel my wife about that one i cant get to grips with advocado
Q30_C2	better make it at home :) better make it at home :)
Q30_C3	Buy only this brand "Del Buy only this brand "Del Monte Pineapple" it's 100% pure and fresh and no artificial flavors. It's stored in a big can.
Q30_C4	try KABAYAN in souq try KABAYAN in souq
Q30_C5	I would recommend Del Monte I would recommend Del Monte Pineapple juice available in most hypermarket and Kabayan Stores.
Q30_C6	If not satisfied with Del If not satisfied with Del Monte, best option is to buy fresh Pineapple and make at home.
Q31	North Indian group for families to socialize there seem to be groups for all communities here. Is there any for north indian families ? If not, then lets make one ? Anybody interested ?
Q31_C1	I am a bachelor so I guess I am a bachelor so I guess can't be a member, Will contact you next year when I am married.   " when someone annoys you it takes 42 muscles in your face to frown, BUT, it only takes 4 muscles to extend your arm and slap that @&%$%^$$#&!!!!"
Q31_C2	good one arrhsa..lol good one arrhsa..lol
Q31_C3	go ahead..... go ahead.....
Q31_C4	for ladies group I m also for ladies group I m also ready.
Q31_C5	First we go Indian group then we go north indian group now we go north indian ladies group - what next - noth indian ladies less then 5 feet 6 inches group?????
Q31_C6	North Indian I uderstand there is one NIA - North Indian Asscoiation, who normaly conducts programs in RAMADA...  haa. i liked the reply from arrhsa.... less than 5'6"  what about left-handers ?
Q31_C7	Yep - left handers too I was just tryin to say we are all expats here so why keep dividing all the way - eventually we'll all end up where we started - alone with no one to advise!!
Q31_C8	interested yes I am  interested
Q32	Prepaid credit card for online purchasing? Is there any prepaid service, which I can use for online shopping? I dont know what it called, prepaid credit card or prepaid debit card or what? Anyway, Actually I dont want to open a bank account. Im looking something more easy and instant, if I pay cash and they give me online credits for purchasing?  I dont know is it possible or not and how it works. If anybody have some idea about it will be grateful for me.
